Topic;Word;Score;;
Transport: Bahn;guterfernverkehr;4.729.852;;
Transport: Bahn;tarif;4.566.394;;
Transport: Bahn;verkehrsunternehm;4.213.389;;
Transport: Bahn;wasserstrass;4.210.033;;
Transport: Bahn;verkehrswirtschaft;4.128.971;;
Transport: Bahn;nahverkehr;4.068.264;;
Transport: Bahn;bundesverkehrsministerium;4.039.777;;
Transport: Bahn;investitionsmittel;4.014.853;;
Transport: Bahn;verkehrshaushalt;3.899.045;;
Transport: Bahn;finanzierungsvereinbar;3.890.050;;
Transport: Bahn;verkehrsmittel;3.502.933;;
Transport: Bahn;verkehrswes;3.501.028;;
Transport: Bahn;werkverkehr;3.490.050;;
Transport: Bahn;verkehrsaufkomm;3.453.231;;
Transport: Bahn;neubaustreck;3.440.904;;
Transport: Bahn;beforderungsteu;3.439.440;;
Transport: Bahn;verkehrsministerium;3.257.528;;
Transport: Bahn;bahnstreck;3.120.886;;
Transport: Bahn;verkehrsnetz;3.110.670;;
Transport: Bahn;verkehrsleist;3.080.410;;
Transport: Bahn;verkehrssystem;2.959.190;;
Transport: Bahn;verkehrsmarkt;2.720.050;;
Transport: Bahn;fahrweg;2.710.050;;
Transport: Bahn;lastwag;2.666.887;;
Transport: Bahn;bundesbahndirektion;2.650.006;;
Transport: Bahn;hauptverwalt;2.614.403;;
Transport: Bahn;personenbeforderungsgesetz;2.543.800;;
Transport: Bahn;fahrpreis;2.490.229;;
Transport: Bahn;bahnpolit;2.460.050;;
Transport: Bahn;berufsverkehr;2.429.870;;
Transport: Bahn;trassenpreis;2.410.050;;
Transport: Bahn;verkehrsbedien;2.360.050;;
Transport: Bahn;verkehrssyst;2.284.482;;
Transport: Bahn;guterkraftverkehrsgesetz;2.266.497;;
Transport: Bahn;logist;2.234.058;;
Transport: Bahn;schienenstreck;2.140.031;;
Transport: Bahn;ice;2.090.602;;
Transport: Bahn;verkehrsinvestition;2.078.559;;
Transport: Bahn;streckenstilleg;2.050.050;;
Transport: Bahn;verkehrswegeplan;2.032.194;;
Transport: Bahn;omnibuss;2.006.453;;
Transport: Bahn;tariferhoh;1.991.989;;
Transport: Bahn;schienenguterverkehr;1.960.050;;
Transport: Bahn;hauptbahnhof;1.953.285;;
Transport: Bahn;verkehrsfinanzgesetz;1.914.045;;
Transport: Bahn;strassenguterverkehr;1.854.531;;
Transport: Bahn;guterkraftverkehr;1.785.148;;
Transport: Bahn;personennahverkehr;1.764.144;;
Transport: Bahn;eisenbahnstreck;1.760.594;;
Transport: Bahn;eisenbahnverkehr;1.726.455;;
Transport: Bahn;ausbaumassnahm;1.724.547;;
Transport: Bahn;wasserweg;1.679.627;;
Transport: Bahn;bahnverkehr;1.678.898;;
Transport: Bahn;strassenverkehr;1.654.259;;
Transport: Bahn;streckennetz;1.646.871;;
Transport: Bahn;luckenschluss;1.629.519;;
Transport: Bahn;schienenpersonennahverkehr;1.621.806;;
Transport: Bahn;bahnvorstand;1.600.050;;
Transport: Bahn;verwaltungsrat;1.595.222;;
Transport: Bahn;wegekost;1.591.259;;
Transport: Bahn;planungsbeschleun;1.572.674;;
Transport: Bahn;waggon;1.572.262;;
Transport: Bahn;schienenprojekt;1.570.050;;
Transport: Bahn;omnibus;1.556.309;;
Transport: Bahn;gvfg;1.550.050;;
Transport: Bahn;bahnchef;1.540.050;;
Transport: Bahn;tonnenkilomet;1.530.433;;
Transport: Bahn;verkehrssektor;1.528.559;;
Transport: Bahn;infrastrukturpolit;1.519.361;;
Transport: Bahn;fahrzeit;1.480.946;;
Transport: Bahn;gutertransport;1.480.356;;
Transport: Bahn;verkehrsetat;1.469.914;;
Transport: Bahn;binnenschifffahrt;1.467.952;;
Transport: Schifffahrt;schiff;53.650.075;;
Transport: Schifffahrt;haf;22.970.075;;
Transport: Schifffahrt;kust;22.279.982;;
Transport: Schifffahrt;see;20.394.184;;
Transport: Schifffahrt;bord;15.143.281;;
Transport: Schifffahrt;flagg;12.240.075;;
Transport: Schifffahrt;reed;9.740.075;;
Transport: Schifffahrt;marin;8.927.486;;
Transport: Schifffahrt;pirateri;8.020.075;;
Transport: Schifffahrt;seeschiffahrt;7.959.310;;
Transport: Schifffahrt;mittelme;7.780.075;;
Transport: Schifffahrt;golf;7.580.375;;
Transport: Schifffahrt;inseln;6.031.022;;
Transport: Schifffahrt;seeleut;5.970.015;;
Transport: Schifffahrt;schiffahrt;5.839.447;;
Transport: Schifffahrt;pirat;5.160.075;;
Transport: Schifffahrt;meer;4.913.628;;
Transport: Schifffahrt;kustenland;4.878.889;;
Transport: Schifffahrt;seehaf;4.860.193;;
Transport: Schifffahrt;zeichnung;4.640.075;;
Transport: Schifffahrt;kapitan;4.480.075;;
Transport: Schifffahrt;mittelmeerraum;4.229.893;;
Transport: Schifffahrt;reederei;3.880.075;;
Transport: Schifffahrt;koordinator;3.749.384;;
Transport: Schifffahrt;schlepp;3.706.858;;
Transport: Schifffahrt;schifffahrt;3.600.703;;
Transport: Schifffahrt;fregatt;3.497.256;;
Transport: Schifffahrt;besatz;3.278.987;;
Transport: Schifffahrt;seenotrett;3.200.075;;
Transport: Schifffahrt;seeweg;3.190.075;;
Transport: Schifffahrt;kustenwach;3.150.075;;
Transport: Schifffahrt;seerechtskonferenz;3.120.075;;
Transport: Schifffahrt;handelsflott;3.092.093;;
Transport: Schifffahrt;fahrwass;3.015.475;;
Transport: Schifffahrt;welternahrungsprogramm;2.924.691;;
Transport: Schifffahrt;fug;2.900.075;;
Transport: Schifffahrt;seeschifffahrt;2.881.550;;
Transport: Schifffahrt;flott;2.825.505;;
Transport: Schifffahrt;anrainerstaat;2.727.121;;
Transport: Schifffahrt;seeverkehr;2.591.979;;
Transport: Schifffahrt;unterred;2.590.333;;
Transport: Schifffahrt;putin;2.482.082;;
Transport: Schifffahrt;beleucht;2.479.309;;
Transport: Schifffahrt;fursprech;2.404.025;;
Transport: Schifffahrt;fracht;2.367.543;;
Transport: Schifffahrt;handelsschiff;2.270.075;;
Transport: Schifffahrt;ladung;2.268.271;;
Transport: Schifffahrt;kriegsschiff;2.230.259;;
Transport: Schifffahrt;havari;2.220.075;;
Transport: Schifffahrt;bundesmarin;2.196.726;;
Transport: Schifffahrt;schiffbruch;2.124.535;;
Transport: Schifffahrt;finanzbeitrag;2.056.315;;
Transport: Schifffahrt;charakterisier;2.048.518;;
Transport: Schifffahrt;strand;1.937.972;;
Transport: Schifffahrt;ozean;1.934.375;;
Transport: Schifffahrt;standortpolit;1.908.288;;
Transport: Schifffahrt;hamburg;1.899.872;;
Transport: Schifffahrt;schiffsverkehr;1.881.896;;
Transport: Schifffahrt;pallas;1.860.075;;
Transport: Schifffahrt;holstein;1.856.142;;
Transport: Schifffahrt;ausflagg;1.810.366;;
Transport: Schifffahrt;schwarzmal;1.800.075;;
Transport: Schifffahrt;halbinsel;1.799.571;;
Transport: Schifffahrt;existenzfrag;1.784.317;;
Transport: Schifffahrt;rout;1.694.420;;
Transport: Schifffahrt;seegebiet;1.660.075;;
Transport: Schifffahrt;kustenschutz;1.613.220;;
Transport: Schifffahrt;atalanta;1.607.890;;
Transport: Schifffahrt;seenot;1.580.075;;
Transport: Schifffahrt;festland;1.535.879;;
Transport: Schifffahrt;kommandant;1.534.673;;
Transport: Schifffahrt;nordseekust;1.485.428;;
Transport: Schifffahrt;beilag;1.444.196;;
Transport: Schifffahrt;seeschiff;1.436.820;;
Transport: Schifffahrt;handelsweg;1.419.499;;
Transport: Schifffahrt;geleitzug;1.403.420;;
Transport: Schifffahrt;seemeil;1.390.075;;
Transport: Schifffahrt;seerechtsubereinkomm;1.361.795;;
Transport: Schifffahrt;neuverhandl;1.347.640;;
Transport: Schifffahrt;parlamentsgeschicht;1.319.128;;
Transport: Schifffahrt;seerecht;1.209.298;;
Transport: Schifffahrt;verhandlungsdelegation;1.180.190;;
Transport: Schifffahrt;sondergericht;1.180.075;;
Transport: Schifffahrt;tiefseebergbau;1.160.075;;
Transport: Schifffahrt;mannschaft;1.138.995;;
Transport: Schifffahrt;transportweg;1.132.934;;
Transport: Schifffahrt;meeresbod;1.130.075;;
Transport: Schifffahrt;sturmflut;1.109.869;;
Transport: Schifffahrt;hauswirtschaft;1.109.320;;
Transport: Schifffahrt;gesprachskreis;1.108.334;;
Transport: Schifffahrt;seerechtskonvention;1.100.075;;
Transport: Schifffahrt;schiffssich;1.100.075;;
Transport: Schifffahrt;hineingehor;1.099.830;;
Transport: Schifffahrt;marschricht;1.089.713;;
Transport: Schifffahrt;seefahrt;1.080.075;;
Transport: Schifffahrt;konstant;1.071.824;;
Transport: Schifffahrt;besatzungsmitglied;1.060.075;;
Transport: Schifffahrt;seemannsgesetz;1.059.047;;
Transport: Schifffahrt;seearbeitsubereinkomm;1.030.075;;
Transport: Schifffahrt;milchpolit;1.030.075;;
Recht & Kriminalitä: Polizei & Grenzschutz;bundesgrenzschutz;222.300.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;grenzschutz;55.200.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;griech;43.397.109;;
Recht & Kriminalitä: Polizei & Grenzschutz;bereitschaftspolizei;43.100.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;bmwi;37.400.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;ministerprasidentin;29.400.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;wismut;25.300.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;landerpolizei;25.111.102;;
Recht & Kriminalitä: Polizei & Grenzschutz;sicherheitskonzept;23.908.207;;
Recht & Kriminalitä: Polizei & Grenzschutz;polizeivollzugsbeamt;20.200.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;kad;17.809.277;;
Recht & Kriminalitä: Polizei & Grenzschutz;formation;17.534.177;;
Recht & Kriminalitä: Polizei & Grenzschutz;bundesparlament;15.674.824;;
Recht & Kriminalitä: Polizei & Grenzschutz;bundesgrenzschutzgesetz;15.300.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;pensionsfond;15.243.095;;
Recht & Kriminalitä: Polizei & Grenzschutz;landespolizei;14.857.076;;
Recht & Kriminalitä: Polizei & Grenzschutz;grenzpolizei;14.394.318;;
Recht & Kriminalitä: Polizei & Grenzschutz;gesellschaftsvertrag;11.695.920;;
Recht & Kriminalitä: Polizei & Grenzschutz;regionalplan;10.461.011;;
Recht & Kriminalitä: Polizei & Grenzschutz;grenzschutzbeamt;10.300.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;wertefundament;9.798.385;;
Recht & Kriminalitä: Polizei & Grenzschutz;kosteneffizienz;8.644.551;;
Recht & Kriminalitä: Polizei & Grenzschutz;polizeitrupp;8.186.093;;
Recht & Kriminalitä: Polizei & Grenzschutz;sanierungsarbeit;7.795.119;;
Recht & Kriminalitä: Polizei & Grenzschutz;frauenerwerbsquot;7.500.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;zehnpunkteprogramm;7.451.086;;
Recht & Kriminalitä: Polizei & Grenzschutz;wasserschutzpolizei;7.196.017;;
Recht & Kriminalitä: Polizei & Grenzschutz;passkontrolldien;7.172.014;;
Recht & Kriminalitä: Polizei & Grenzschutz;politikgestalt;7.100.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;hundertschaft;7.083.546;;
Recht & Kriminalitä: Polizei & Grenzschutz;wohnbebau;6.995.622;;
Recht & Kriminalitä: Polizei & Grenzschutz;grenzsicher;6.975.791;;
Recht & Kriminalitä: Polizei & Grenzschutz;kampfinstrument;6.880.988;;
Recht & Kriminalitä: Polizei & Grenzschutz;hubertus;6.800.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;opportunist;6.412.983;;
Recht & Kriminalitä: Polizei & Grenzschutz;erfolgsprojekt;6.300.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;regierungskonstellation;6.300.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;einzeldien;6.000.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;abgeordnetenbezug;6.000.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;polizeiein;5.695.088;;
Recht & Kriminalitä: Polizei & Grenzschutz;grenzbevolker;5.407.799;;
Recht & Kriminalitä: Polizei & Grenzschutz;sanktnimmerlein;5.397.500;;
Recht & Kriminalitä: Polizei & Grenzschutz;sicherheitskonzeption;5.282.202;;
Recht & Kriminalitä: Polizei & Grenzschutz;projektmanagement;5.131.710;;
Recht & Kriminalitä: Polizei & Grenzschutz;gard;5.092.515;;
Recht & Kriminalitä: Polizei & Grenzschutz;unilateralismus;4.976.010;;
Recht & Kriminalitä: Polizei & Grenzschutz;handbrems;4.947.323;;
Recht & Kriminalitä: Polizei & Grenzschutz;stammtischparol;4.707.554;;
Recht & Kriminalitä: Polizei & Grenzschutz;schuldenunion;4.600.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;bundesfinanzier;4.487.956;;
Recht & Kriminalitä: Polizei & Grenzschutz;privatverbrauch;4.424.001;;
Recht & Kriminalitä: Polizei & Grenzschutz;hubschraub;4.386.280;;
Recht & Kriminalitä: Polizei & Grenzschutz;quantum;4.359.678;;
Recht & Kriminalitä: Polizei & Grenzschutz;personalstrukturgesetz;4.316.622;;
Recht & Kriminalitä: Polizei & Grenzschutz;sicherheitslag;4.171.310;;
Recht & Kriminalitä: Polizei & Grenzschutz;borsenpreis;4.100.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;teilleist;4.100.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;reaktionsmog;4.046.720;;
Recht & Kriminalitä: Polizei & Grenzschutz;einsatzabteil;4.000.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;passnachschau;3.900.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;polizeiaufgab;3.832.792;;
Recht & Kriminalitä: Polizei & Grenzschutz;organleih;3.800.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;kaffeesatz;3.800.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;erdbod;3.745.941;;
Recht & Kriminalitä: Polizei & Grenzschutz;nabeg;3.700.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;verkaufsprospekt;3.700.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;oceanic;3.600.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;bundesbedarfsplangesetz;3.600.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;finanzanlagenvermittl;3.600.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;kirchenvertret;3.593.517;;
Recht & Kriminalitä: Polizei & Grenzschutz;polizeiho;3.555.907;;
Recht & Kriminalitä: Polizei & Grenzschutz;sicherheitsverbund;3.496.051;;
Recht & Kriminalitä: Polizei & Grenzschutz;grenzzwischenfall;3.441.197;;
Recht & Kriminalitä: Polizei & Grenzschutz;differenzkost;3.400.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;polizeivollzugsdien;3.348.324;;
Recht & Kriminalitä: Polizei & Grenzschutz;konditor;3.200.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;ruckverlager;3.180.942;;
Recht & Kriminalitä: Polizei & Grenzschutz;versicherungsvermittl;3.056.820;;
Recht & Kriminalitä: Polizei & Grenzschutz;verwaltungsabkomm;3.046.668;;
Recht & Kriminalitä: Polizei & Grenzschutz;regulierungspolit;3.019.285;;
Recht & Kriminalitä: Polizei & Grenzschutz;diatenfrag;2.899.147;;
Recht & Kriminalitä: Polizei & Grenzschutz;sicherungsaufgab;2.859.568;;
Recht & Kriminalitä: Polizei & Grenzschutz;verbandscharakt;2.800.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;wiederauffull;2.800.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;amrum;2.779.636;;
Recht & Kriminalitä: Polizei & Grenzschutz;bundesexekutiv;2.777.823;5;
Recht & Kriminalitä: Polizei & Grenzschutz;teilungsgenehm;2.700.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;absprung;2.670.901;;
Recht & Kriminalitä: Polizei & Grenzschutz;branchenvertret;2.597.417;;
Recht & Kriminalitä: Polizei & Grenzschutz;biomasseanlag;2.579.240;;
Recht & Kriminalitä: Polizei & Grenzschutz;einsatzfreud;2.502.288;;
Recht & Kriminalitä: Polizei & Grenzschutz;neuwerk;2.500.250;;
Recht & Kriminalitä: Polizei & Grenzschutz;cyberattack;2.466.285;;
Recht & Kriminalitä: Polizei & Grenzschutz;verketz;2.440.059;;
Recht & Kriminalitä: Polizei & Grenzschutz;sicherheitspotential;2.385.574;;
Recht & Kriminalitä: Polizei & Grenzschutz;illusionar;2.382.303;;
Recht & Kriminalitä: Polizei & Grenzschutz;verpackungsabgab;2.379.244;;
Recht & Kriminalitä: Polizei & Grenzschutz;einsatzbereitschaft;2.356.969;;
Recht & Kriminalitä: Polizei & Grenzschutz;demarkationslini;2.341.096;;
Recht & Kriminalitä: Polizei & Grenzschutz;personalstruktur;2.318.726;;
Recht & Kriminalität: Drogenpolitik;drog;233.100.250;2;466200500
Recht & Kriminalität: Drogenpolitik;alkohol;137.167.045;;
Recht & Kriminalität: Drogenpolitik;drogenpolit;63.400.250;;
Recht & Kriminalität: Drogenpolitik;therapi;42.291.749;;
Recht & Kriminalität: Drogenpolitik;drogenabhang;36.400.250;;
Recht & Kriminalität: Drogenpolitik;heroin;34.900.250;;
Recht & Kriminalität: Drogenpolitik;betaubungsmittelgesetz;32.700.250;;
Recht & Kriminalität: Drogenpolitik;kriminalitat;31.519.066;;
Recht & Kriminalität: Drogenpolitik;drogenhandel;31.415.113;;
Recht & Kriminalität: Drogenpolitik;rauschgift;25.161.621;;
Recht & Kriminalität: Drogenpolitik;aufklarungskampagn;24.179.060;;
Recht & Kriminalität: Drogenpolitik;abstinenz;22.741.454;;
Recht & Kriminalität: Drogenpolitik;verelend;21.772.342;;
Recht & Kriminalität: Drogenpolitik;drogenkonsum;21.700.250;;
Recht & Kriminalität: Drogenpolitik;drogenmissbrauch;19.599.097;;
Recht & Kriminalität: Drogenpolitik;verfassungsbestimm;18.054.444;;
Recht & Kriminalität: Drogenpolitik;wohnungseinbruch;17.300.250;;
Recht & Kriminalität: Drogenpolitik;rausch;16.721.156;;
Recht & Kriminalität: Drogenpolitik;rauschgiftkriminalitat;16.532.945;;
Recht & Kriminalität: Drogenpolitik;therapieplatz;15.900.250;;
Recht & Kriminalität: Drogenpolitik;drogenkriminalitat;15.763.105;;
Recht & Kriminalität: Drogenpolitik;behandeln;15.142.673;;
Recht & Kriminalität: Drogenpolitik;entkriminalisier;15.037.954;;
Recht & Kriminalität: Drogenpolitik;verfassungsdebatt;14.671.184;;
Recht & Kriminalität: Drogenpolitik;haschisch;14.300.250;;
Recht & Kriminalität: Drogenpolitik;drogensucht;14.100.250;;
Recht & Kriminalität: Drogenpolitik;drogentot;14.000.250;;
Recht & Kriminalität: Drogenpolitik;evaluierungsbericht;13.897.880;;
Recht & Kriminalität: Drogenpolitik;methadon;13.400.250;;
Recht & Kriminalität: Drogenpolitik;beschaffungskriminalitat;12.800.250;;
Recht & Kriminalität: Drogenpolitik;rauschgifthandel;12.719.929;;
Recht & Kriminalität: Drogenpolitik;betaubungsmittelrecht;12.500.250;;
Recht & Kriminalität: Drogenpolitik;drogenbeauftragt;12.095.119;;
Recht & Kriminalität: Drogenpolitik;praventionsarbeit;11.794.119;;
Recht & Kriminalität: Drogenpolitik;legalisier;11.589.872;;
Recht & Kriminalität: Drogenpolitik;rauschmittel;11.200.250;;
Recht & Kriminalität: Drogenpolitik;vermogensstraf;10.067.269;;
Recht & Kriminalität: Drogenpolitik;alkoholismus;9.999.125;;
Recht & Kriminalität: Drogenpolitik;drogensz;9.900.250;;
Recht & Kriminalität: Drogenpolitik;erfolgserlebnis;9.782.616;;
Recht & Kriminalität: Drogenpolitik;drogenbekampf;9.547.928;;
Recht & Kriminalität: Drogenpolitik;kokain;9.500.250;;
Recht & Kriminalität: Drogenpolitik;advent;9.488.418;;
Recht & Kriminalität: Drogenpolitik;suchtkrank;9.289.882;;
Recht & Kriminalität: Drogenpolitik;drogenmafia;8.952.233;;
Recht & Kriminalität: Drogenpolitik;polizei;8.945.865;;
Recht & Kriminalität: Drogenpolitik;kindesalt;8.581.762;;
Recht & Kriminalität: Drogenpolitik;verfahrensschritt;8.259.455;;
Recht & Kriminalität: Drogenpolitik;drogenprobl;8.200.250;;
Recht & Kriminalität: Drogenpolitik;betaubungsmitteln;8.168.529;;
Recht & Kriminalität: Drogenpolitik;haftungsfond;7.600.250;;
Recht & Kriminalität: Drogenpolitik;taterinn;7.500.250;;
Recht & Kriminalität: Drogenpolitik;nikotin;6.656.498;;
Recht & Kriminalität: Drogenpolitik;fotografi;6.634.001;;
Recht & Kriminalität: Drogenpolitik;marihuana;6.400.250;;
Recht & Kriminalität: Drogenpolitik;rauschgiftbekampfungsplan;6.100.250;;
Recht & Kriminalität: Drogenpolitik;parlamentskolleg;6.000.250;;
Recht & Kriminalität: Drogenpolitik;substitution;5.872.330;;
Recht & Kriminalität: Drogenpolitik;tolerier;5.798.682;;
Recht & Kriminalität: Drogenpolitik;drogenberat;5.700.250;;
Recht & Kriminalität: Drogenpolitik;drogenproblem;5.600.250;;
Recht & Kriminalität: Drogenpolitik;gratuli;5.371.604;;
Recht & Kriminalität: Drogenpolitik;fettsteu;5.367.755;;
Recht & Kriminalität: Drogenpolitik;rauschgiftbekampf;5.300.250;;
Recht & Kriminalität: Drogenpolitik;bewahrungszeit;5.278.702;;
Recht & Kriminalität: Drogenpolitik;wohlstandsgesellschaft;5.175.201;;
Recht & Kriminalität: Drogenpolitik;anbau;4.998.040;;
Recht & Kriminalität: Drogenpolitik;diskussionslag;4.998.038;;
Recht & Kriminalität: Drogenpolitik;bezugsrecht;4.887.728;;
Recht & Kriminalität: Drogenpolitik;nacheil;4.800.250;;
Recht & Kriminalität: Drogenpolitik;handl;4.728.909;;
Recht & Kriminalität: Drogenpolitik;drogenberatungsstell;4.700.250;;
Recht & Kriminalität: Drogenpolitik;rauschgifthandl;4.700.250;;
Recht & Kriminalität: Drogenpolitik;jobvermittl;4.682.939;;
Recht & Kriminalität: Drogenpolitik;desorientier;4.682.462;;
Recht & Kriminalität: Drogenpolitik;rauschgiftdelikt;4.503.234;;
Recht & Kriminalität: Drogenpolitik;rauschmitteln;4.300.250;;
Recht & Kriminalität: Drogenpolitik;wasserglas;4.278.185;;
Recht & Kriminalität: Drogenpolitik;mafia;4.201.048;;
Recht & Kriminalität: Drogenpolitik;erstkonsument;4.200.250;;
Recht & Kriminalität: Drogenpolitik;bewahrungsstraf;4.196.936;;
Recht & Kriminalität: Drogenpolitik;langzeitfolg;4.144.851;;
Recht & Kriminalität: Drogenpolitik;aushalt;3.766.431;;
Recht & Kriminalität: Drogenpolitik;bindungslos;3.600.250;;
Recht & Kriminalität: Drogenpolitik;stehenzulass;3.581.568;;
Recht & Kriminalität: Drogenpolitik;scheinwelt;3.575.391;;
Recht & Kriminalität: Drogenpolitik;herausdrang;3.512.949;;
Recht & Kriminalität: Drogenpolitik;suchtpravention;3.511.897;;
Recht & Kriminalität: Drogenpolitik;erklarungsversuch;3.470.051;;
Recht & Kriminalität: Drogenpolitik;verbotspolit;3.425.485;;
Recht & Kriminalität: Drogenpolitik;hilfsangebot;3.419.009;;
Recht & Kriminalität: Drogenpolitik;disco;3.400.250;;
Recht & Kriminalität: Drogenpolitik;parteienstaat;3.393.028;;
Recht & Kriminalität: Drogenpolitik;bandenkriminalitat;3.347.853;;
Recht & Kriminalität: Drogenpolitik;vertragsgemeinschaft;3.300.250;;
Recht & Kriminalität: Drogenpolitik;wohnungseinbruchdiebstahl;3.100.250;;
Recht & Kriminalität: Drogenpolitik;knuppeln;3.100.250;;
Recht & Kriminalität: Drogenpolitik;geldwasch;3.041.272;;
Recht & Kriminalität: Drogenpolitik;suchtberat;3.039.632;;
Recht & Kriminalität: Drogenpolitik;aussteig;3.024.776;;
Recht & Kriminalität: Familienangelegenheiten;mutt;123.800.100;;
Recht & Kriminalität: Familienangelegenheiten;vat;85.580.100;;
Recht & Kriminalität: Familienangelegenheiten;ehe;68.720.100;;
Recht & Kriminalität: Familienangelegenheiten;madch;45.246.778;;
Recht & Kriminalität: Familienangelegenheiten;familienpolit;29.433.573;;
Recht & Kriminalität: Familienangelegenheiten;ehegatt;28.230.100;;
Recht & Kriminalität: Familienangelegenheiten;erziehungsgeld;20.260.100;;
Recht & Kriminalität: Familienangelegenheiten;elternteil;16.009.695;;
Recht & Kriminalität: Familienangelegenheiten;hausfrau;15.774.975;;
Recht & Kriminalität: Familienangelegenheiten;scheidung;13.279.672;;
Recht & Kriminalität: Familienangelegenheiten;ehepartn;11.670.100;;
Recht & Kriminalität: Familienangelegenheiten;frauenhaus;10.970.100;;
Recht & Kriminalität: Familienangelegenheiten;lebensgemeinschaft;10.520.100;;
Recht & Kriminalität: Familienangelegenheiten;erwerbsarbeit;9.909.727;;
Recht & Kriminalität: Familienangelegenheiten;kindererzieh;9.640.493;;
Recht & Kriminalität: Familienangelegenheiten;erziehungsurlaub;9.420.100;;
Recht & Kriminalität: Familienangelegenheiten;ehen;8.940.100;;
Recht & Kriminalität: Familienangelegenheiten;erwerbsleb;8.314.820;;
Recht & Kriminalität: Familienangelegenheiten;versorgungsausgleich;7.680.100;;
Recht & Kriminalität: Familienangelegenheiten;flugplatz;7.646.634;;
Recht & Kriminalität: Familienangelegenheiten;sorgerecht;7.340.100;;
Recht & Kriminalität: Familienangelegenheiten;familienrecht;6.880.100;;
Recht & Kriminalität: Familienangelegenheiten;familienbericht;6.050.100;;
Recht & Kriminalität: Familienangelegenheiten;einwill;5.451.019;;
Recht & Kriminalität: Familienangelegenheiten;eheleut;5.300.047;;
Recht & Kriminalität: Familienangelegenheiten;unterhaltsrecht;5.290.100;;
Recht & Kriminalität: Familienangelegenheiten;teilzeitarbeitsplatz;5.240.100;;
Recht & Kriminalität: Familienangelegenheiten;misshandl;4.963.508;;
Recht & Kriminalität: Familienangelegenheiten;erzieh;4.875.486;;
Recht & Kriminalität: Familienangelegenheiten;lebensform;4.837.137;;
Recht & Kriminalität: Familienangelegenheiten;unterhaltsanspruch;4.784.897;;
Recht & Kriminalität: Familienangelegenheiten;familiengeld;4.490.100;;
Recht & Kriminalität: Familienangelegenheiten;frauenpolit;4.378.085;;
Recht & Kriminalität: Familienangelegenheiten;grosselt;4.135.606;;
Recht & Kriminalität: Familienangelegenheiten;eheschliess;3.992.820;;
Recht & Kriminalität: Familienangelegenheiten;siegel;3.950.100;;
Recht & Kriminalität: Familienangelegenheiten;teilzeitarbeit;3.850.526;;
Recht & Kriminalität: Familienangelegenheiten;emanzipation;3.800.442;;
Recht & Kriminalität: Familienangelegenheiten;pornographi;3.650.100;;
Recht & Kriminalität: Familienangelegenheiten;lebensplan;3.543.482;;
Recht & Kriminalität: Familienangelegenheiten;geburtenrat;3.509.941;;
Recht & Kriminalität: Familienangelegenheiten;vaterschaft;3.460.100;;
Recht & Kriminalität: Familienangelegenheiten;geschwist;3.360.214;;
Recht & Kriminalität: Familienangelegenheiten;hilfsangebot;3.216.456;;
Recht & Kriminalität: Familienangelegenheiten;geborg;3.120.775;;
Recht & Kriminalität: Familienangelegenheiten;familienarbeit;3.103.441;;
Recht & Kriminalität: Familienangelegenheiten;familiengericht;3.090.100;;
Recht & Kriminalität: Familienangelegenheiten;baby;3.077.065;;
Recht & Kriminalität: Familienangelegenheiten;ehescheid;3.060.100;;
Recht & Kriminalität: Familienangelegenheiten;ehefrau;3.008.385;;
Recht & Kriminalität: Familienangelegenheiten;kinderbetreuungseinricht;2.991.493;;
Recht & Kriminalität: Familienangelegenheiten;erziehungszeit;2.939.867;;
Recht & Kriminalität: Familienangelegenheiten;verkabel;2.880.100;;
